@timestamp,log_level,context,event_type,result_size,update_count,data_source,source_file
2026-03-24T23:35:34.713Z,info,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.713Z,debug,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.713Z,info,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.714Z,debug,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.714Z,info,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.715Z,debug,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.716Z,info,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.716Z,debug,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.717Z,info,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.717Z,debug,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.729Z,info,MegaCommon:STP@ALL,result_size,0.0,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.730Z,info,MegaCommon:STP@ALL,result_size,0.0,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.731Z,info,MegaCommon:STP@ALL,result_size,0.0,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.732Z,info,MegaCommon:STP@ALL,result_size,0.0,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.733Z,info,MegaCommon:STP@ALL,result_size,0.0,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.735Z,info,MegaCommon:STP@ALL,result_size,0.0,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.737Z,info,MegaCommon:STP@ALL,result_size,0.0,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.740Z,info,MegaCommon:STP@ALL,result_size,0.0,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.742Z,info,MegaCommon:STP@ALL,result_size,0.0,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.744Z,info,MegaCommon:STP@ALL,result_size,0.0,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.732Z,info,MegaCommon:STP@ALL,update_count,,1.0,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.737Z,info,MegaCommon:STP@ALL,update_count,,0.0,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.740Z,info,MegaCommon:STP@ALL,update_count,,1.0,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.729Z,info,MegaCommon:STP@ALL,data_source,,,DataSource,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.729Z,info,MegaCommon:STP@ALL,data_source,,,DataSource,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.730Z,info,MegaCommon:STP@ALL,data_source,,,DataSource,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.730Z,info,MegaCommon:STP@ALL,data_source,,,null,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.731Z,info,MegaCommon:STP@ALL,data_source,,,DataSource,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.731Z,info,MegaCommon:STP@ALL,data_source,,,DataSource,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.732Z,info,MegaCommon:STP@ALL,data_source,,,DataSource,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.732Z,info,MegaCommon:STP@ALL,data_source,,,DataSource,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.733Z,info,MegaCommon:STP@ALL,data_source,,,DataSource,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.735Z,info,MegaCommon:STP@ALL,data_source,,,DataSource,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.737Z,info,MegaCommon:STP@ALL,data_source,,,DataSource,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.737Z,info,MegaCommon:STP@ALL,data_source,,,null,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.740Z,info,MegaCommon:STP@ALL,data_source,,,DataSource,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.741Z,info,MegaCommon:STP@ALL,data_source,,,DataSource,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.743Z,info,MegaCommon:STP@ALL,data_source,,,DataSource,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.744Z,info,MegaCommon:STP@ALL,data_source,,,DataSource,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.728Z,debug,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.729Z,info,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.729Z,info,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.729Z,debug,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.729Z,debug,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.730Z,info,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.730Z,debug,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.731Z,info,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.731Z,debug,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.731Z,info,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.731Z,debug,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.731Z,info,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.731Z,debug,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.732Z,info,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.732Z,debug,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.732Z,info,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.732Z,debug,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.733Z,info,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.734Z,debug,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.735Z,info,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.735Z,debug,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.738Z,info,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.738Z,info,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.738Z,debug,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.738Z,debug,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.740Z,info,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.740Z,debug,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.741Z,info,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.741Z,debug,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.743Z,info,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.743Z,debug,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.744Z,info,MegaCommon:STP@ALL,generic,,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.660Z,info,MegaCommon:STP@ALL,result_size,1.0,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.663Z,info,MegaCommon:STP@ALL,result_size,1.0,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.663Z,info,MegaCommon:STP@ALL,result_size,1.0,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.665Z,info,MegaCommon:STP@ALL,result_size,1.0,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.667Z,info,MegaCommon:STP@ALL,result_size,0.0,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.666Z,info,MegaCommon:STP@ALL,result_size,0.0,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.669Z,info,MegaCommon:STP@ALL,result_size,1.0,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.670Z,info,MegaCommon:STP@ALL,result_size,0.0,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.672Z,info,MegaCommon:STP@ALL,result_size,0.0,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.674Z,info,MegaCommon:STP@ALL,result_size,0.0,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.678Z,info,MegaCommon:STP@ALL,result_size,1.0,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.679Z,info,MegaCommon:STP@ALL,result_size,1.0,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.679Z,info,MegaCommon:STP@ALL,result_size,0.0,,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.674Z,info,MegaCommon:STP@ALL,update_count,,1.0,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.676Z,info,MegaCommon:STP@ALL,update_count,,1.0,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.676Z,info,MegaCommon:STP@ALL,update_count,,1.0,,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.660Z,info,MegaCommon:STP@ALL,data_source,,,null,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.662Z,info,MegaCommon:STP@ALL,data_source,,,DataSource,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.664Z,info,MegaCommon:STP@ALL,data_source,,,DataSource,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.665Z,info,MegaCommon:STP@ALL,data_source,,,DataSource,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.666Z,info,MegaCommon:STP@ALL,data_source,,,DataSource,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.668Z,info,MegaCommon:STP@ALL,data_source,,,DataSource,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.668Z,info,MegaCommon:STP@ALL,data_source,,,DataSource,/usr/share/logstash/uploads/raw/Persistence.log-5
2026-03-24T23:35:34.670Z,info,MegaCommon:STP@ALL,data_source,,,DataSource,/usr/share/logstash/uploads/raw/Persistence.log-5
